87,Antique Map of Auridon,2,1,1,1,2147,381,0,,-1,-1,16,Auridon
81,Antique Map of Bangkorai,2,1,1,1,2141,92,0,,-1,-1,6,Bangkorai
380,Antique Map of Blackwood,2,1,1,1,2722,1261,0,,-1,-1,47,Blackwood
314,Antique Map of Coldharbour,2,1,1,1,2414,347,0,,-1,-1,25,Coldharbour
313,Antique Map of Craglorn,2,1,1,1,2413,888,0,,-1,-1,26,Craglorn
83,Antique Map of Deshaan,2,1,1,1,2143,57,0,,-1,-1,10,Deshaan
85,Antique Map of Eastmarch,2,1,1,1,2145,101,0,,-1,-1,13,Eastmarch
516,Antique Map of Fargrave,2,1,1,1,0,1286,0,,-1,-1,48,Deadlands
547,Antique Map of Fargrave,2,1,1,1,4039,1286,0,,-1,-1,48,The Deadlands
535,Antique Map of Galen,2,1,1,1,4025,1383,0,,-1,-1,50,Galen
77,Antique Map of Glenumbra,2,1,1,1,2137,3,0,,-1,-1,2,Glenumbra
88,Antique Map of Grahtwood,2,1,1,1,2148,383,0,,-1,-1,17,Grahtwood
89,Antique Map of Greenshade,2,1,1,1,2149,108,0,,-1,-1,18,Greenshade
315,Antique Map of Hew's Bane,2,1,1,1,2416,816,0,,-1,-1,29,Hew's Bane
512,Antique Map of High Isle,2,1,1,1,3763,1318,0,,-1,-1,49,High Isle
90,Antique Map of Malabal Tor,2,1,1,1,2150,58,0,,-1,-1,19,Malabal Tor
96,Antique Map of Murkmire,2,1,1,1,2156,726,0,,-1,-1,34,Murkmire
97,Antique Map of Northern Elsweyr,2,1,1,1,2157,1086,0,,-1,-1,35,Northern Elsweyr
91,Antique Map of Reaper's March,2,1,1,1,2151,382,0,,-1,-1,20,Reaper's March
79,Antique Map of Rivenspire,2,1,1,1,2139,20,0,,-1,-1,4,Rivenspire
84,Antique Map of Shadowfen,2,1,1,1,2144,117,0,,-1,-1,11,Shadowfen
750,Antique Map of Solstice,2,1,1,1,7289,1502,0,,-1,-1,54,Solstice
98,Antique Map of Southern Elsweyr,2,1,1,1,2158,1133,0,,-1,-1,36,Southern Elsweyr
82,Antique Map of Stonefalls,2,1,1,1,2142,41,0,,-1,-1,9,Stonefalls
78,Antique Map of Stormhaven,2,1,1,1,2138,19,0,,-1,-1,3,Stormhaven
95,Antique Map of Summerset,2,1,1,1,2155,1011,0,,-1,-1,33,Summerset
435,Antique Map of the Deadlands,2,1,1,1,3550,1286,0,,-1,-1,48,The Deadlands
312,Antique Map of the Gold Coast,2,1,1,1,2412,823,0,,-1,-1,30,Gold Coast
355,Antique Map of the Reach,2,1,1,1,2514,1207,0,,-1,-1,46,The Reach
86,Antique Map of the Rift,2,1,1,1,2146,103,0,,-1,-1,12,The Rift
577,Antique Map of the Telvanni Peninsula,2,1,1,1,4205,1414,0,,-1,-1,51,Telvanni Peninsula
94,Antique Map of Vvardenfell,2,1,1,1,2154,849,0,,-1,-1,31,Vvardenfell
687,Antique Map of West Weald,2,1,1,1,6385,1443,0,,-1,-1,53,West Weald
359,Antique Map of Western Skyrim,2,1,1,1,2588,1160,0,,-1,-1,37,Western Skyrim
93,Antique Map of Wrothgar,2,1,1,1,2153,684,0,,-1,-1,28,Wrothgar
752,Antique Xanmeer Carving Tools,3,2,1,1,7677,1502,0,,-1,-1,54,Solstice
731,Anu Crest,5,4,1,1,0,1502,61,Monomyth Reforged,7219,5,54,Solstice
249,Anvil of Old Orsinium,5,5,1,1,2300,684,0,,-1,-1,28,Wrothgar
603,"Apocrypha Fossil, Arch",2,1,1,1,4284,1414,0,,-1,-1,51,Telvanni Peninsula
606,"Apocrypha Fossil, Bones Large",3,2,1,1,4287,1414,0,,-1,-1,51,Telvanni Peninsula
605,"Apocrypha Fossil, Nautilus",3,2,1,1,4286,1414,0,,-1,-1,51,Telvanni Peninsula
665,"Apocrypha Fossil, Ribcage",3,2,1,1,6030,1413,0,,-1,-1,52,Apocrypha
666,"Apocrypha Fossil, Slug",3,2,1,1,6031,1413,0,,-1,-1,52,Apocrypha
668,"Apocrypha Fossil, Tree",3,2,1,1,6033,1413,0,,-1,-1,52,Apocrypha
667,"Apocrypha Fossil, Wall Beast",3,2,1,1,6032,1413,0,,-1,-1,52,Apocrypha
604,"Apocrypha Fossil, Worm",2,1,1,1,4285,1414,0,,-1,-1,51,Telvanni Peninsula
653,Apocrypha Stone Base,5,4,1,1,0,1413,51,Vision of Mora,6021,3,52,Apocrypha
652,Apocrypha Tentacle Carving,5,4,1,1,0,1413,51,Vision of Mora,6021,3,52,Apocrypha
226,Apostle's Scourge,3,2,1,1,2274,980,0,,-1,-1,32,Clockwork City
228,Apraxic Decanter,2,1,0,1,2276,1011,0,,-1,-1,33,Summerset
185,Aquiline Calian Sphere,4,3,1,0,2233,381,0,,-1,-1,16,Auridon
644,Archival Fortune Pouch,3,2,1,0,5858,1413,0,,-1,-1,52,Apocrypha
645,"Archival Fortune Pouch, Grand",4,3,1,0,5859,1413,0,,-1,-1,52,Apocrypha
646,"Archival Fortune Pouch, Lucky",5,4,1,0,5860,1413,0,,-1,-1,52,Apocrypha
658,"Archival Light Diffuser, Large",5,4,1,1,6023,1413,0,,-1,-1,52,Apocrypha
661,"Archival Light Diffuser, Small",4,3,1,1,6026,1413,0,,-1,-1,52,Apocrypha
352,Arkthzand Insight Vertex Shroud,5,4,1,0,2511,1207,0,,-1,-1,46,The Reach
213,Armless Stone Effigy,2,1,0,1,2261,684,0,,-1,-1,28,Wrothgar
611,Arms of Glory,5,4,1,1,0,1414,46,Apocryphal Well,4290,3,51,Telvanni Peninsula
282,Ashen Infernace Gate,4,3,1,1,2333,41,0,,-1,-1,9,Stonefalls
473,Asp-Leather Strap,5,4,1,1,0,1318,30,Lefthander's Aegis Belt,3738,5,49,High Isle
171,Augur's Bones,2,1,0,1,2219,103,0,,-1,-1,12,The Rift
440,Aureal Armor Glaze,5,4,1,1,0,1286,23,Spaulder of Ruin,3546,5,48,The Deadlands
118,Auri-El Metal Carvings,5,4,1,1,0,280,9,Snow Treaders,2183,5,14,Bleakrock Isle
337,Aurmine Ancestral Signet,5,4,1,1,0,92,15,Ring of the Pale Order,2545,5,6,Bangkorai
696,"Ayleid Arch, Wide",4,3,1,1,6394,1443,0,,-1,-1,53,West Weald
698,"Ayleid Lens Array, Reassembled",4,3,1,1,6396,1443,0,,-1,-1,53,West Weald
291,Ayleid Lightwell,4,3,1,1,2342,535,0,,-1,-1,8,Betnikh
694,"Ayleid Sculpture, Complex Tree",3,2,1,1,6392,1443,0,,-1,-1,53,West Weald
695,"Ayleid Sculpture, Grand Tree",4,3,1,1,6393,1443,0,,-1,-1,53,West Weald
693,"Ayleid Sculpture, Simple Tree",3,2,1,1,6391,1443,0,,-1,-1,53,West Weald
187,Ayleid Statuette,3,2,1,1,2235,383,0,,-1,-1,17,Grahtwood
160,Ayleid Tendrilled Eye,3,2,1,1,2208,535,0,,-1,-1,8,Betnikh
697,"Ayleid Window, Large",4,3,1,1,6395,1443,0,,-1,-1,53,West Weald
